autor,g.r.,mesto,razred,škola,mesto š.,prog,A5,god,naslov,link
Bojović Petar,1995,Leskovac,drugi,Gimnazija,Leskovac,FIZ,7,2012,Određivanje koeficijenta površinskog napona tečnosti difrakcijom svetlosti na kapilarnim talasima,pdf/2012/70-9.pdf
Marković Jelena,1994,"Prijedor, Republika srpska, BIH",treći,Gimnazija,Prijedor,FIZ,7,2012,Određivanje koeficijenta površinskog napona tečnosti difrakcijom svetlosti na kapilarnim talasima,pdf/2012/70-9.pdf
Đorđević Teodora,1994,Niš,četvrti,"Gimnazija ""Svetozar Marković""",Niš,FIZ,7,2012,Ispitivanje haosa u kretanju Malkus-Lorencovog točka,pdf/2012/70-10.pdf
Cekić Mario,1993,Novi Sad,četvrti,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,FIZ,7,2012,Ispitivanje haosa u kretanju Malkus-Lorencovog točka,pdf/2012/70-10.pdf
Stanković Tamara,1995,Niš,drugi,"Gimnazija ""Svetozar Marković""",Niš,MAT,18,2012,Problem poštanskih markica I problem vraćanja kusura,pdf/2012/70-11.pdf
Bulatović Luka,1995,Pančevo,drugi,Matematička gimnazija,Beograd,MAT,18,2012,Problem poštanskih markica I problem vraćanja kusura,pdf/2012/70-11.pdf
Bojić Branko,1993,Kula,četvrti,"STŠ ""Mihajlo Pupin""",Kula,MAT,1,2012,Integralni cirkularni grafovi,pdf/2012/70-12.pdf
Lalić Maksim,1994,Kać,četvrti,Vojna gimnazija,Beograd,MAT,1,2012,Integralni cirkularni grafovi,pdf/2012/70-12.pdf
Vranić Veljko,1994,Kragujevac,treći,I kragujevačka gimnazija,Kragujevac,MAT,1,2012,"Hipoteza ""Hot Spots""",pdf/2012/70-13.pdf
Mladenović Anđela,1994,Beograd,treći,Matematička gimnazija,Beograd,MAT,1,2012,"Hipoteza ""Hot Spots""",pdf/2012/70-13.pdf
Nedić Ana-Marija,1993,Kucura,četvrti,"Gimnazija ""Žarko Zrenjanin""",Zrenjanin,MAT,1,2012,Kvantizacija tačaka sfere I prostora pri odgovarajućim raspodelama,pdf/2012/70-14.pdf
Stanojević Ana,1993,Niš,četvrti,"Gimnazija ""Svetozar Marković""",Niš,MAT,1,2012,Kvantizacija tačaka sfere I prostora pri odgovarajućim raspodelama,pdf/2012/70-14.pdf
Todorčević Natalija,1994,Kragujevac,treći,I kragujevačka gimnazija,Kragujevac,PFE,7,2012,Analiza karakterističnih obeležja pri klasifikaciji muzike,pdf/2012/70-15.pdf
Nenezić Bojana,1993,Beograd,četvrti,III beogradska gimnazija,Beograd,PFE,7,2012,Sistem za automatsko parkiranje Robo-PICA robota,pdf/2012/70-16.pdf
Stojanović Miloš,1993,Beograd,četvrti,IX beogradska gimnazija,Beograd,PFE,5,2012,Mapiranje prostora pomoću Turtlbota,pdf/2012/70-17.pdf
Arbanas Miloš,1993,Sremska Mitrovica,četvrti,Mitrovačka gimnazija,Sremska Mitrovica,PFE,5,2012,Mapiranje prostora pomoću Turtlbota,pdf/2012/70-17.pdf
Hardi Nikola,1993,Kula,četvrti,"Tehnička škola ""Nikola Tesla""",Kula,PFE,1,2012,Lokalizacija robota u poznatom okruženju korišćenjem partikl filtra,pdf/2012/70-18.pdf
Silađi Daniel,1995,Novi Sad,drugi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,RAČ,5,2012,Simulacija tečnosti u dve dimenzije,pdf/2012/70-19.pdf
Makarić Vladimir,1993,Novi Sad,četvrti,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,RAČ,9,2012,Implementacija fizike mekanih tela,pdf/2012/70-20.pdf
Miličić Stevan,1993,Jagodina,četvrti,Računarska gimnazija,Beograd,RAČ,3,2012,Simulacija saobraćaja,pdf/2012/70-21.pdf
Puzović Nataša,1993,Beograd,četvrti,IX beogradska gimnazija,Beograd,BIO,9,2012,Ispitivanje polnog dimorfizma vrste Calopteryx virgo L. (Odonata: Calopterygidae) u okolini reke Banje I reke Gradac,pdf/2012/70-22.pdf
Đorđević Jelisaveta,1993,Beograd,četvrti,VI beogradska gimnazija,Beograd,BIO,9,2012,Ispitivanje polnog dimorfizma vrste Calopteryx virgo L. (Odonata: Calopterygidae) u okolini reke Banje I reke Gradac,pdf/2012/70-22.pdf
Donević Anđela,1995,Leskovac,drugi,Gimnazija,Leskovac,BIO,8,2012,Određivanje kvaliteta vode Petničkog jezera na osnovu diverziteta fitoplanktonskih I epifitskih algi,pdf/2012/70-23.pdf
Mihaljević Ljubica,1993,Beograd,četvrti,V beogradska gimnazija,Beograd,BIO,9,2012,"Ispitivanje toksičnosti, citotoksičnosti I genotoksičnosti taurina I kofeina Allium testom",pdf/2012/70-24.pdf
Božić Đorđe,1994,Beograd,treći,V beogradska gimnazija,Beograd,BIO,9,2012,"Ispitivanje toksičnosti, citotoksičnosti I genotoksičnosti taurina I kofeina Allium testom",pdf/2012/70-24.pdf
Nikolić Jelena,1994,Svilajnac,treći,Prva kragujevačka gimnazija,Kragujevac,BIO,9,2012,Diverzitet faune klase Chilopoda (Myriapoda: Arthropoda) Medvednika,pdf/2012/70-25.pdf
Vujić Saša,1994,Novi Sad,treći,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,BIO,5,2012,Strukture gildi polinatora na dvema kontrasnim vrstama biljaka iz familije Asteraceae,pdf/2012/70-26.pdf
Obradović Mina,1994,Beograd,četvrti,IX beogradska gimnazija,Beograd,BIO,5,2012,"Uticaj etarskog ulja žalfije, mente I ruzmarina na Pectobacterium carotovorum subsp. Carotovorum",pdf/2012/70-27.pdf
Atanacković Iva,1993,Beograd,četvrti,"Gimnazija ""Sveti Sava""",Beograd,BIO,9,2012,Redukcija Cr-(VI) I produkcija struje u aerobnim i anaerobnim dvokomornim mikrobiološkim gorivnim ćelijama,pdf/2012/70-28.pdf
Radišić Vanja,1995,Arilje,drugi,"Srednja škola ""Sveti Ahilije""",Arilje,BMD,5,2012,Ispitivanje inhibicije dezoksiribonukleaze I (DNaze I) dietil etrom,pdf/2012/70-29.pdf
Petronijević Ana,1995,Beograd,drugi,III beogradska gimnazija,Beograd,BMD,5,2012,Uticaj vitamina D na ekspresiju matriks metaloproteinaza u mozgu pustinjskih miševa izloženih prolaznoj ishemiji mozga,pdf/2012/70-30.pdf
Jevremović Anka,1993,Arilje,četvrti,"Srednja škola ""Sveti Ahilije""",Arilje,BMD,4,2012,Ispitivanje sadržaja flavonoidnih i fenolnih komponenti tokom fermentacije kombuha čaja (Cembuya orientalis),pdf/2012/70-31.pdf
Milenković Ivan,1993,Beograd,četvrti,IV beogradska gimnazija,Beograd,BMD,1,2012,Ispitivanje uticaja metanolnog ekstrakta kantariona Hypericum perforatum L. na rast kvasca Saccharomyces cerevisiae,pdf/2012/70-32.pdf
Jevremović Anka,1993,Arilje,treći,"Srednja škola ""Sveti Ahilije""",Arilje,BMD,6,2012,Izolacija I karakterizacija proteaza iz ekstrakta aloje (Aloe vera),pdf/2012/70-33.pdf
Simanić Isidora,1993,Trebinje,treći,Gimnazija,Trebinje,BMD,6,2012,Izolacija I karakterizacija proteaza iz ekstrakta aloje (Aloe vera),pdf/2012/70-33.pdf
Avramović Andrija,1995,Kraljevo,drugi,Gimnazija,Kraljevo,GLG,13,2012,Model rupturnog sklopa okoline Kraljeva,pdf/2012/70-34.pdf
Jovanović Dina,1994,Mladenovac,treći,Gimnazija,Mladenovac,GLG,6,2012,Taksonomska odredba fosilne faune lokaliteta u okolini Mladenovca,pdf/2012/70-35.pdf
Rajšić Andrea,1994,Sopot,treći,Gimnazija,Mladenovac,GLG,6,2012,Taksonomska odredba fosilne faune lokaliteta u okolini Mladenovca,pdf/2012/70-35.pdf
Petković Vanja,1994,Paraćin,treći,Gimnazija,Paraćin,GLG,3,2012,Geološke karakteristike centralnog dela planine Juhor,pdf/2012/70-36.pdf
Šarenac Danica,1995,Beograd,drugi,IX beogradska gimnazija,Beograd,GLG,9,2012,Uslovi formiranja I kvalitet podzemnih voda javnih česmi grada Beograda,pdf/2012/70-37.pdf
Barudžija Matija,1995,Beograd,drugi,Vazduhoplovna akademija,Beograd,GLG,9,2012,Uslovi formiranja I kvalitet podzemnih voda javnih česmi grada Beograda,pdf/2012/70-37.pdf
Voštić Helena,1994,Valjevo,četvrti,Valjevska gimnazija,Valjevo,GLG,1,2012,Kvalitet vode gornjeg toka reke Kolubare pri niskom vodostaju,pdf/2012/70-38.pdf
Leskur Tihana,1994,Valjevo,treći,Valjevska gimnazija,,GLG,1,2012,Kvalitet vode gornjeg toka reke Kolubare pri niskom vodostaju,pdf/2012/70-38.pdf
Kuntić Marin,1993,Beograd,četvrti,XIII beogradska gimnazija,Beograd,HEM,9,2012,Spektrofotometrijsko određivanje konstanti vezivanja I termodinamičkih parametara kvercetina I morina za goveđi albumin seruma,pdf/2012/70-39.pdf
Ćorović Miljan,1993,Vrbas,četvrti,"Gimnazija ""Žarko Zrenjanin""",Zrenjanin,HEM,8,2012,Fotosonodegradacija rodamina B,pdf/2012/70-40.pdf
Sretenović Dragana,1995,Lučani,drugi,"Gimnazija ""Sveti Sava""",Požega,HEM,8,2012,Fotosonodegradacija rodamina B,pdf/2012/70-40.pdf
Novaković Mihajlo,1993,Leskovac,četvrti,Gimnazija,Leskovac,HEM,10,2012,Kinetička metoda za određivanje srebra(I),pdf/2012/70-41.pdf
Filep Mihajlo,1995,Novi Sad,drugi,Medicinska škola,Novi Sad,HEM,11,2012,Kvalitativna i kvantitativna analiza sekundarnih metabolita sremuša (Allium ursinum L.) i određivanje njihove biodostupnosti,pdf/2012/70-42.pdf
Arsić Natalija,1994,Beograd,treći,I beogradska gimnazija,Beograd,HEM,9,2012,Odreivanje osobina I antioksidativne aktivnosti nepolarnih frakcija etanolnog ekstrakta lista leske,pdf/2012/70-43.pdf
Diklić Nataša,1994,Apatin,treći,I beogradska gimnazija,Beograd,HEM,9,2012,Odreivanje osobina I antioksidativne aktivnosti nepolarnih frakcija etanolnog ekstrakta lista leske,pdf/2012/70-43.pdf
Živojinović Olivera,1995,Velika Ivanča,drugi,Gimnazija,Mladenovac,HEM,8,2012,Kinetička metoda za određivanje molidbena I volframa u smeši,pdf/2012/70-44.pdf
Gligorovski Vojislav,1995,Beograd,drugi,Matematička gimnazija,Beograd,HEM,8,2012,Kinetička metoda za određivanje molidbena I volframa u smeši,pdf/2012/70-44.pdf
Vujović Milena,1993,Beograd,četvrti,XII beogradska gimnazija,,HEM,10,2012,Hromatografska I spektrofotometrijska analiza aminokiselina – poređenje I primenljivost,pdf/2012/70-45.pdf
Manić Luka,1995,Pančevo,drugi,Medicinska škola Zvezdara,Beograd,HEM,5,2012,Ispitivanje uticaja temperature na razgradnju amoksicilina u oralnoj suspenziji,pdf/2012/70-46.pdf
Jončev Zlatko,1993,Šabac,četvrti,Medicinska škola,Šabac,HEM,1,2012,Ispitivanje kinetike izolovane I ekstraktom kvasca usporene reakcije hidratacije brom-fenol plavog,pdf/2012/70-47.pdf
Milosav Đorđe,1994,Kikinda,treći,"Srednja stručna škola ""Miloš Crnjanski""",Kikinda,ANT,18,2012,Borbe gusana u Mokrinu: antropološka analiza ljudsko-životinjskih odnosa,pdf/2012/70-48.pdf
Kostić Dijana,1993,Trnovča,četvrti,Gimnazija,Velika Plana,ANT,16,2012,Talas koji se širi: Kako stigma osoba sa invaliditetom utiče na konstruisanje samopoimanja njihovih roditelja,pdf/2012/70-49.pdf
Dukić Ivana,1993,Kraljevo,četvrti,Ekonomsko-trgovinska škola,Kraljevo,ANT,16,2012,Talas koji se širi: Kako stigma osoba sa invaliditetom utiče na konstruisanje samopoimanja njihovih roditelja,pdf/2012/70-49.pdf
Obradović Nikola,,Užice,treći,Gimnazija,Užice,ARH,10,2012,Priprema i pečenje rimskog kolača placente,pdf/2012/70-50.pdf
Trnavac Vuk,1993,Novi Sad,četvrti,"Gimnazija ""Svetozar Marković""",Novi Sad,ARH,13,2012,Predstave gladijatorskih spektakala sa područja rimskih provincija zapadnog Balkana,pdf/2012/70-51.pdf
Savić Milan,1993,"selo Pepeljevac, Kuršumlija",četvrti,Gimnazija,Kuršumlija,ARH,13,2012,Predstave gladijatorskih spektakala sa područja rimskih provincija zapadnog Balkana,pdf/2012/70-51.pdf
Marić Dušan,1994,Novi Sad,treći,"Gimnazija ""Svetozar Marković""",Novi Sad,ARH,8,2012,Analiza oružja Svetih ratnika na freskama u manastiru Manasija,pdf/2012/70-52.pdf
Savić Andrija,1995,Kragujevac,drugi,II kragujevačka gimnazija,Kragujevac,ARH,8,2012,Analiza oružja Svetih ratnika na freskama u manastiru Manasija,pdf/2012/70-52.pdf
Avdić Ivan,1994,Kragujevac,treći,II kragujevačka gimnazija,Kragujevac,ARH,6,2012,Analiza životinjskih kostiju iz arheološke celine Kula 4 sa lokaliteta Jerinin grad u selu Brangović,pdf/2012/70-53.pdf
Bogić Jasminka,1993,Stara Pazova,četvrti,Gimnazija,Stara Pazova,ARH,6,2012,Analiza životinjskih kostiju iz arheološke celine Kula 4 sa lokaliteta Jerinin grad u selu Brangović,pdf/2012/70-53.pdf
Grumić Tijana,1993,Stara Pazova,četvrti,Gimnazija,Stara Pazova,ARH,6,2012,Analiza životinjskih kostiju iz arheološke celine Kula 4 sa lokaliteta Jerinin grad u selu Brangović,pdf/2012/70-53.pdf
Samardžić Siniša,1995,Palić,treći,"Tehnička škola ""Ivan Sarić""",Subotica,IST,7,2012,Politika i sport: IV pokrajinski sokolski slet Saveza sokola Kraljevine Jugoslavije u Subotici 1936. godine,pdf/2012/70-54.pdf
Kravljača Dušan,1994,Požega,četvrti,"Gimnazija ""Sveti Sava""",Požega,IST,7,2012,Politika i sport: IV pokrajinski sokolski slet Saveza sokola Kraljevine Jugoslavije u Subotici 1936. godine,pdf/2012/70-54.pdf
Milosavljević Stefan,1993,Lebane,četvrti,Gimnazija,Lebane,LIN,14,2012,Brojna partitivna konstrukcija u srpskom jeziku uz glagole koji kao rekciju zahtevaju bespredloški dativ na primeru broja pet,pdf/2012/70-55.pdf
Ćulafić Tanja,1995,Debeljač,drugi,Gimnazija,Kovačica,LIN,1,2012,Elementi navijanja u navijačkim pesmama Partizana i Crvene Zvezde,pdf/2012/70-56.pdf
Đurić Simona,1993,Novi Sad,četvrti,"Gimnazija ""Svetozar Marković""",Novi Sad,LIN,1,2012,Kohezivni elementi u dečijim autobiografskim narativima,pdf/2012/70-57.pdf
Šušteršić Tijana,1993,Kragujevac,četvrti,Prva kragujevačka gimnazija,Kragujevac,PSH,15,2012,Uspešnost rešavanja matematičkih zadataka u odnosu na način njihovog predstavljanja,pdf/2012/70-58.pdf
Đurica Đorđe,1993,Gajdobra,četvrti,"Elektrotehnička škola ""Mihajlo Pupin""",Novi Sad,PSH,9,2012,Prepoznavanje facijalnih ekspresija posmatranjem tačkastih stimulusa bioloških pokreta,pdf/2012/70-59.pdf
Budić Marina,1993,Kruševac,četvrti,Gimnazija,Kruševac,PSH,1,2012,Uticaj sklonosti ka umetnosti i otvorenosti za iskustva na subjektivni doživljaj muzičkih i likovnih dela,pdf/2012/70-60.pdf
Danilović Biljana,1974,Kraljevo,II god,Filozofski Fakultet,Beograd,AHL,14,1995,Kamena kugla na Mravinjcima,pdf/1995/AHL9501.pdf
Filipović Vojislav,1978,Beograd,treći,III beogradska gimnazija,Beograd,AHL,14,1995,Kamena kugla na Mravinjcima,pdf/1995/AHL9501.pdf
Petrović Tanja,1974,"Majur, Jagodina",II god,Filološki fakultet,Beograd,AHL,14,1995,Kamena kugla na Mravinjcima,pdf/1995/AHL9501.pdf
Lepojević Danica,1980,Titov Veles (Makedonija),prvi,"Gimnazija ""Kočo Racin""",Titov Veles (Makedonija),AHL,11,1995,Rekognosciranje doline reke Rabas,pdf/1995/AHL9502.pdf
Karanović Darko,1978,"Batajnica, Beograd",drugi,IX beogradska gimnazija,Beograd,AHL,11,1995,Rekognosciranje doline reke Rabas,pdf/1995/AHL9502.pdf
Jelić Danijel,1977,"Pocerski Dobrić, Šabac",treći,"Gimnazija ""Vera Blagojević""",Šabac,AHL,10,1995,Rekognosciranje i planigrafija srednjovekovnog utvrđenja Bela Stena - Krčmar,pdf/1995/AHL9503.pdf
Popović Nenad,1978,Beograd,drugi,III beogradska gimnazija,Beograd,AHL,15,1995,Rekognosciranje toka reke Jablanice,pdf/1995/AHL9504.pdf
Živojinović Bogdana,1979,Pančevo,prvi,"Gimnazija ""Uroš Predić""",Pančevo,AHL,15,1995,Rekognosciranje toka reke Jablanice,pdf/1995/AHL9504.pdf
Angelovski Toni,1977,Skopje (Makedonija),četvrti,"Gimnazija ""Nikola Karev""",Skopje (Makedonija),AHL,13,1995,Rimski lokaliteti valjevskog kraja,pdf/1995/AHL9505.pdf
Paunović Marko,1977,Niš,treći,"Gimnazija ""Bora Stanković""",Niš,AHL,13,1995,Rimski lokaliteti valjevskog kraja,pdf/1995/AHL9505.pdf
Matković Ana,1978,Beograd,treći,XV gimnazija,Beograd,AST,5,1995,Određivanje krive rasta i ekscitacione temperature Ti I u Sunčevom spektru,pdf/1995/AST9501.pdf
Georgijević Jelena,1978,Novi Sad,drugi,"Gimnazija ""Jovan Jovanović Zmaj""",Novi Sad,AST,5,1995,"Korelacija između ekvivalentne širine CaII 393.4 nm i daljine do zvezda tipa G, K, M",pdf/1995/AST9502.pdf
Vukasović Martina,1977,Beograd,treći,V beogradska gimnazija,Beograd,AST,6,1995,Diferencijalna fotoelektrična fotometrija fizički promenljive DD Lacertae,pdf/1995/AST9503.pdf
Bogosavljević Milan,1977,Niš,treći,"Gimnazija ""Bora Stanković""",Niš,AST,7,1995,Konstrukcija koronografa za posmatranje protuberanci,pdf/1995/AST9504.pdf
Kereš Dušan,1976,Padina,četvrti,"Gimnazija ""Mihajlo Pupin""",Kovačica,AST,10,1995,Površinski sjaj Petlje I i Petlje II,pdf/1995/AST9505.pdf
Todosijević Zoran,1977,Kruševac,treći,Gimnazija,Kruševac,AST,4,1995,Izrada softvera za kreiranje kompozitne CCD kolor slike,pdf/1995/AST9506.pdf
Savčić Andrija,1976,Beograd,četvrti,V beogradska gimnazija,Beograd,BIO,5,1995,"Analiza kariotipa vrste Rhinolophus euryale (Chiroptera, Mammalia)",pdf/1995/BIO9501.PDF
Đorđević Vladan,1978,Požega,drugi,"Gimnazija ""Sveti Sava""",Požega,BIO,12,1995,Prilog poznavanju flore livada petničkog kraja,pdf/1995/BIO9502.pdf
Tišma Ivan,1977,Jagodina,treći,"Gimnazija ""Svetozar Marković""",Jagodina,BIO,12,1995,Prilog poznavanju flore livada petničkog kraja,pdf/1995/BIO9502.pdf
Cvitkovac Marko,1976,Beograd,četvrti,"Gimnazija ""Mihajlo Pupin""",Beograd,BIO,5,1995,Uticaj divljeg soja bakterije Escherichia coli na patomorfološke promene kod klenića (Leuciscus leuciscus),pdf/1995/BIO9503.pdf
Apostolova Nadežda,1977,Skopje (Makedonija),treći,"Prirodno-matematička gimnazija ""Nikola Karev""",Skopje (Makedonija),BIO,5,1995,Prilog poznavanju faune gala okoline Petnice,pdf/1995/BIO9504.pdf
Šurbanovski Nada,1977,Beograd,treći,XIII beogradska gimnazija,Beograd,BIO,7,1995,Uticaj paklobutrazola na rezistentnostprema suši i na morfologiju pasulja (Phaseolus vulgaris L.),pdf/1995/BIO9505.pdf
Stanojlović Bojan,1976,Beograd,četvrti,Matematička gimnazija,Beograd,BIO,11,1995,Fungia makromiceta klisure reke Gradac,pdf/1995/BIO9506.pdf
Ševo Jugoslav,1977,Novi Sad,treći,"Gimnazija ""Svetozar Marković""",Novi Sad,BIO,6,1995,Prilog poznavanju faune reda Orthoptera u okolini Petnice i u dolini reke Gradac,pdf/1995/BIO9507.pdf
Miškov Bojan,1979,Kikinda,prvi,"Gimnazija ""Dušan Vasiljev""",Kikinda,BMD,3,1995,Uticaj nikotina na fizičku kondiciju eksperimentalnih miševa,pdf/1995/BMD9501.pdf
Branković Gordana,1977,Beograd,treći,XIII beogradska gimnazija,Beograd,BMD,6,1995,Ispitivanje subakutne toksičnosti S-etil dipropiltiokarbamata (EPTC) kod kunića,pdf/1995/BMD9502.pdf
Popović Gordana,1977,Kikinda,treći,"Gimnazija ""Dušan Vasiljev""",Kikinda,BMD,4,1995,Uticaj azotnog oksidula na nastanakmegaloblastne anemije,pdf/1995/BMD9503.pdf
Stajić Marija,1976,Ljig,četvrti,"Gimnazija ""Branislav Petronijević""",Ljig,BMD,6,1995,Uticaj promenjenih uslova pripreme supstrata Cembuya orientalis na sastav fermentisanog napitka,pdf/1995/BMD9504.pdf
Pavlović Vladimir,1976,Pančevo,četvrti,"Gimnazija ""Uroš Predić""",Pančevo,BMD,6,1995,Uticaj promenjenih uslova pripreme supstrata Cembuya orientalis na sastav fermentisanog napitka,pdf/1995/BMD9504.pdf
Ognjenović Viktor,1977,Zrenjanin,treći,Gimnazija,Zrenjanin,BMD,4,1995,Upoređivanje baktericidnog dejstva biljaka i antibiotika na Staphylococcus aureus,pdf/1995/BMD9505.pdf
Miletić Filip,1978,Kruševac,drugi,Gimnazija,Kruševac,FIZ,8,1995,Računarska simulacija termodinamičkog sistema u ravni,pdf/1995/FIZ9501.pdf
Bogdanović Dubravka,1977,Beograd,treći,IX beogradska gimnazija,Beograd,GLG,8,1995,Veliko izumiranje dinosaura,pdf/1995/GLG9501.pdf
Đorđević Damir,1978,Beograd,drugi,"Geološka I hidrometeorološka škola ""Milutin Milanković""",Beograd,GLG,11,1995,Petrološke karakteristike dijabaz-rožnačke formacije Debelog brda,pdf/1995/GLG9502.pdf
Kisin Sonja,1977,Beograd,treći,Zemunska gimnazija,Zemun,GLG,17,1995,Prilog poznavanju fosila jednog dijela belostenske serije,pdf/1995/GLG9503.PDF
Galonić Danica,1976,"Cerovac, Riđake",četvrti,"Gimnazija ""Vera Blagojević""",Šabac,HEM,17,1995,Uticaj kiselih kiša na kvalitet zemljišta i pšenice,pdf/1995/HEM9501.pdf
Tošić Katarina,1977,Kragujevac,treći,Prva kragujevačka gimnazija,Kragujevac,HEM,8,1995,"Uticaj masnoće mleka, načina pripreme sira i zamrzavanja na kvalitet sira",pdf/1995/HEM9502.pdf
Gođevac Dejan,1978,Valjevo,treći,Poljoprivredna škola,Valjevo,HEM,3,1995,Sinteza mešovitih kobalt ferita tipa CoIIFe2-xCoxIIIO4,pdf/1995/HEM9503.PDF
Vuković Milan,1977,Priboj,treći,Gimnazija,Priboj,HEM,7,1995,Ispitivanje kvaliteta različitih vrsta meda,pdf/1995/HEM9504.pdf
Jovanović Ana,1978,Kraljevo,drugi,Gimnazija,Kraljevo,HEM,10,1995,Uticaj industrije Magnohrom na životnu sredinu područja Kraljeva,pdf/1995/HEM9505.pdf
Petrović Vladimir,1978,Apatin,drugi,"Gimnazija ""Nikola Tesla""",Apatin,HEM,8,1995,Ispitivanje kvaliteta različitih vrsta đubriva dobijenih radom kalifornijskih glista i njihov uticaj na kvalitet paradajza,pdf/1995/HEM9506.pdf
Drljević Tamara,1977,Beograd,treći,Filološka gimnazija,Beograd,PSI,6,1995,Odnos između samopoimanja inteligencije i rezultata na testu inteligencije,pdf/1995/PSI9501.pdf
Sozdanović Radmila,1977,Jagodina,treći,Matematička gimnazija,Beograd,PSI,6,1995,Odnos između samopoimanja inteligencije i rezultata na testu inteligencije,pdf/1995/PSI9501.pdf
Bogićević Marija,1978,Beograd,treći,"Elektrotehnička škola ""Nikola Tesla""",Beograd,RAČ,27,1995,Postavka i testiranje ViewIt algoritma,pdf/1995/RAC9501.pdf
Nikitović Dejana,1979,Zemun,treći,Zemunska gimnazija,Zemun,AHL,7,1996,Sistematizacija ornamenata na nadgrobnim spomenicima sa srednjevekovne nekropole u Dićima,pdf/1996/AHL9601.pdf
Stevanović Jovanka,1978,Zemun,treći,XI beogradska gimnazija,Beograd,AHL,10,1996,Stambena arhitektura naselja vinčansko-pločničke faze u valjevskom kraju,pdf/1996/AHL9602.pdf
